,class,height,width,object_angle,distance
1179,Pedestrian,62.670000000000016,196.24999999999997,0.27,7.22
1180,Pedestrian,14.0,35.28999999999999,-1.19,32.03
1181,Pedestrian,9.669999999999959,33.56,-1.69,39.53
1182,Cyclist,97.88999999999999,139.5,1.93,10.16
1183,Pedestrian,79.15,152.26000000000002,-2.63,8.55
1184,Pedestrian,31.370000000000005,98.12,0.32,13.06
1185,Cyclist,25.529999999999973,52.650000000000006,1.71,26.48
1186,Cyclist,21.149999999999977,48.93000000000001,1.63,26.92
1187,Cyclist,14.779999999999973,32.0,1.66,41.19
1188,Pedestrian,73.0,175.93,2.58,7.65
1189,Pedestrian,77.88,162.00000000000003,2.69,7.83
1190,Pedestrian,12.0,42.44,1.28,30.56
1191,Cyclist,36.98000000000002,29.200000000000017,3.01,42.35
1192,Pedestrian,9.329999999999927,31.25,-0.05,43.56
1193,Pedestrian,78.65000000000009,166.77,3.06,7.83
1194,Pedestrian,63.32999999999993,156.82999999999998,-2.08,7.91
1195,Cyclist,106.97,188.81,2.4,3.65
1196,Cyclist,78.39999999999998,139.24000000000004,1.89,10.23
1197,Pedestrian,12.330000000000041,35.629999999999995,0.63,38.96
1198,Pedestrian,11.0,34.379999999999995,0.59,39.67
1199,Pedestrian,8.669999999999959,23.51000000000002,-0.03,55.29
1200,Pedestrian,33.30000000000007,77.62,1.27,16.83
1201,Pedestrian,27.590000000000032,74.65,1.2,16.43
1202,Pedestrian,25.64,66.94000000000003,3.01,21.01
1203,Pedestrian,93.0,160.31,-0.07,8.39
1204,Pedestrian,15.399999999999977,39.44,3.13,34.56
1205,Pedestrian,27.190000000000055,211.83,-0.84,6.54
1206,Pedestrian,62.1400000000001,194.72,-0.74,7.19
1207,Pedestrian,17.07000000000005,43.49000000000001,-0.22,30.05
1208,Cyclist,17.229999999999905,19.319999999999993,2.27,62.38
1209,Pedestrian,78.05999999999995,209.14,-1.8,5.79
1210,Pedestrian,95.78999999999996,220.48,-1.87,5.78
1211,Pedestrian,85.82,205.53,-1.17,6.5
1212,Pedestrian,55.65999999999997,86.69000000000003,-2.85,15.48
1213,Pedestrian,85.75,91.71000000000001,2.91,14.48
1214,Pedestrian,23.930000000000064,70.53,2.07,18.06
1215,Pedestrian,65.75,166.58,-1.75,7.51
1216,Pedestrian,54.33000000000004,159.62,3.08,8.6
1217,Cyclist,79.74000000000001,97.27999999999997,-0.82,13.59
1218,Pedestrian,19.970000000000027,62.129999999999995,-1.49,20.87
1219,Pedestrian,68.16000000000003,180.07,2.12,7.74
1220,Pedestrian,82.81,170.94,2.23,8.56
1221,Pedestrian,69.79000000000002,190.73,2.3,7.88
1222,Pedestrian,39.809999999999945,80.41,2.9,15.68
1223,Pedestrian,35.059999999999945,95.45000000000002,2.58,13.67
1224,Pedestrian,53.11000000000013,110.75999999999999,2.37,12.44
1225,Pedestrian,28.99000000000001,90.51999999999998,2.54,13.01
1226,Pedestrian,87.66999999999999,166.44000000000003,0.25,7.8
1227,Pedestrian,9.870000000000005,27.439999999999998,1.42,46.38
1228,Cyclist,52.17999999999995,71.22999999999999,-2.0,19.39
1229,Cyclist,31.610000000000014,52.44999999999999,-1.88,23.23
1230,Cyclist,26.0,42.53999999999999,-1.87,28.51
1231,Pedestrian,94.32999999999993,179.13000000000002,-2.04,7.06
1232,Pedestrian,18.670000000000016,55.869999999999976,-1.37,23.68
1233,Pedestrian,13.5,34.870000000000005,-1.05,31.55
1234,Cyclist,23.399999999999977,37.31,-1.75,36.21
1235,Pedestrian,45.33000000000004,118.41999999999999,-1.9,10.83
1236,Pedestrian,46.33000000000004,135.01000000000002,-1.91,10.57
1237,Pedestrian,45.66999999999996,141.03,1.06,9.6
1238,Cyclist,6.740000000000009,97.69999999999996,1.84,12.58
1239,Pedestrian,15.0,41.629999999999995,1.26,33.62
1240,Pedestrian,12.330000000000041,36.33000000000001,-2.18,32.67
1241,Cyclist,55.76999999999998,45.57000000000002,-0.45,29.09
1242,Pedestrian,87.0,174.66,-0.65,7.79
1243,Pedestrian,30.059999999999945,69.5,-2.73,19.55
1244,Pedestrian,29.32000000000005,68.12,-2.72,19.77
1245,Pedestrian,17.670000000000073,40.06999999999999,0.95,30.93
1246,Cyclist,72.73000000000002,102.44,-1.96,13.86
1247,Pedestrian,75.33000000000004,174.67999999999998,-2.85,7.4
1248,Pedestrian,82.33000000000004,147.89999999999998,0.34,8.07
1249,Pedestrian,65.66000000000008,141.26999999999998,2.73,9.01
1250,Cyclist,40.22000000000003,69.97,-1.89,18.81
1251,Pedestrian,17.32000000000005,50.16,-1.54,23.28
1252,Pedestrian,24.529999999999973,66.91,1.65,18.76
1253,Pedestrian,17.930000000000064,53.370000000000005,1.44,26.57
1254,Pedestrian,19.050000000000068,50.650000000000006,1.37,26.63
1255,Pedestrian,56.649999999999864,126.92000000000002,-0.66,10.21
1256,Pedestrian,39.61999999999989,110.17000000000002,-0.6,10.87
1257,Cyclist,27.510000000000048,39.91,1.91,32.1
1258,Person_sitting,39.84000000000003,77.83000000000001,1.7,15.66
1259,Pedestrian,100.66999999999996,190.44,-1.88,6.23
1260,Pedestrian,16.0,34.80000000000001,-1.95,34.12
1261,Cyclist,24.959999999999923,24.109999999999985,-0.03,51.97
1262,Pedestrian,11.590000000000032,24.359999999999985,-3.12,53.12
1263,Pedestrian,11.29000000000002,26.580000000000013,0.25,51.69
1264,Pedestrian,36.339999999999975,90.70999999999998,-1.97,13.15
1265,Pedestrian,81.34999999999997,208.09,1.9,6.1
1266,Pedestrian,58.66,180.95,0.4,7.04
1267,Pedestrian,53.789999999999964,130.26999999999998,1.2,11.22
1268,Pedestrian,50.73000000000002,122.13,1.16,11.35
1269,Pedestrian,54.52999999999997,129.56,1.46,9.64
1270,Pedestrian,48.65999999999997,107.66,-1.5,10.81
1271,Pedestrian,12.0,30.47999999999999,-2.1,38.85
1272,Pedestrian,62.33000000000001,140.42,0.45,9.02
1273,Cyclist,22.05000000000001,27.549999999999983,2.07,43.84
1274,Cyclist,15.360000000000014,34.08000000000001,-1.69,40.44
1275,Pedestrian,23.659999999999968,57.670000000000016,2.11,22.67
1276,Pedestrian,21.33000000000004,57.01000000000002,2.02,22.46
1277,Pedestrian,25.660000000000025,79.75,-1.5,16.81
1278,Cyclist,18.30000000000001,38.25,-1.66,35.47
1279,Pedestrian,37.44999999999993,113.00000000000003,-1.96,11.32
1280,Pedestrian,44.31000000000006,126.66,-2.01,11.22
1281,Pedestrian,40.08000000000004,110.11000000000001,1.16,12.08
1282,Cyclist,52.0,95.16,1.7,15.33
1283,Cyclist,201.1,249.12,-1.0,2.74
1284,Pedestrian,14.899999999999864,45.31,1.22,30.97
1285,Pedestrian,19.88000000000011,39.610000000000014,-2.2,30.01
1286,Cyclist,172.55,221.9,1.96,5.76
1287,Pedestrian,64.58000000000004,219.39,0.24,6.08
1288,Cyclist,61.80000000000001,103.67999999999998,1.8,12.44
1289,Cyclist,33.860000000000014,79.28,1.68,17.34
1290,Pedestrian,16.850000000000023,42.98999999999998,-2.05,26.29
1291,Pedestrian,17.340000000000032,45.57000000000002,-2.0,25.98
1292,Pedestrian,39.66999999999996,135.23999999999998,2.97,9.43
1293,Cyclist,24.389999999999986,32.620000000000005,-1.18,40.36
1294,Pedestrian,96.34000000000003,182.01000000000002,-2.68,7.44
1295,Pedestrian,11.0,29.920000000000016,-1.01,41.86
1296,Cyclist,42.930000000000064,33.48000000000002,-3.04,35.21
1297,Pedestrian,133.53,210.67,-0.85,3.98
1298,Pedestrian,54.60000000000002,129.13,-2.04,10.12
1299,Person_sitting,186.67000000000007,226.54,2.55,3.42
1300,Cyclist,67.39999999999998,100.17999999999998,-1.01,13.37
1301,Pedestrian,171.73000000000002,268.68,1.01,3.39
1302,Pedestrian,20.940000000000055,61.390000000000015,-1.35,21.13
1303,Pedestrian,51.22000000000003,144.34,2.08,9.51
1304,Pedestrian,63.710000000000036,138.64,2.3,10.4
1305,Pedestrian,62.950000000000045,154.72,2.23,9.58
1306,Pedestrian,36.120000000000005,76.75,2.94,16.39
1307,Pedestrian,44.57999999999993,88.94999999999999,2.55,14.64
1308,Pedestrian,47.960000000000036,102.38,2.48,13.43
1309,Pedestrian,33.580000000000155,83.89000000000001,2.54,14.02
1310,Pedestrian,15.0,62.77000000000001,-1.71,22.36
1311,Pedestrian,83.10999999999996,160.97,0.36,8.24
1312,Pedestrian,35.81000000000006,86.43,1.24,15.16
1313,Pedestrian,28.440000000000055,83.1,1.17,14.79
1314,Pedestrian,27.86,70.56,3.05,19.96
1315,Pedestrian,55.0,167.03000000000003,-2.76,8.78
1316,Pedestrian,71.65999999999997,143.83999999999997,-0.47,8.99
1317,Pedestrian,67.67999999999995,142.33999999999997,3.12,8.78
1318,Pedestrian,74.75999999999999,164.65000000000003,-1.14,8.31
1319,Pedestrian,34.700000000000045,87.85999999999999,-1.88,14.66
1320,Person_sitting,57.889999999999986,109.66000000000003,2.89,9.36
1321,Cyclist,113.75,154.32999999999998,-2.11,7.47
1322,Pedestrian,58.0,170.35,1.29,8.53
1323,Pedestrian,49.66999999999996,148.40999999999997,1.17,8.47
1324,Pedestrian,57.0,120.35,0.88,9.74
1325,Cyclist,36.129999999999995,35.82000000000002,-3.02,37.11
1326,Pedestrian,63.66999999999996,160.28999999999996,-0.34,8.27
1327,Pedestrian,91.38000000000001,175.83,2.17,7.37
1328,Cyclist,36.879999999999995,88.53,-1.68,15.36
1329,Cyclist,20.17999999999995,43.620000000000005,1.69,29.03
1330,Pedestrian,17.67999999999995,65.91999999999999,-1.74,19.99
1331,Pedestrian,62.33000000000004,161.28,2.69,7.73
1332,Pedestrian,25.189999999999998,56.96000000000001,-1.62,20.58
1333,Pedestrian,34.329999999999984,87.29000000000002,1.65,14.48
1334,Pedestrian,19.809999999999945,62.880000000000024,1.41,22.64
1335,Pedestrian,22.840000000000032,59.58000000000001,1.35,22.72
1336,Pedestrian,18.670000000000073,146.11,-0.73,7.8
1337,Pedestrian,97.65999999999997,170.77,0.01,7.28
1338,Cyclist,59.35999999999999,50.03999999999999,2.21,22.28
1339,Cyclist,22.610000000000014,27.939999999999998,2.09,46.65
1340,Pedestrian,64.68000000000006,258.28,1.27,4.27
1341,Pedestrian,90.0,243.20999999999998,2.67,5.18
1342,Pedestrian,112.5,257.55,1.26,4.39
1343,Pedestrian,17.340000000000032,45.119999999999976,1.94,28.84
1344,Pedestrian,16.66999999999996,44.50999999999999,1.8,28.61
1345,Cyclist,52.44,101.12,1.77,13.5
1346,Pedestrian,10.95999999999998,29.810000000000002,1.61,44.16
1347,Pedestrian,11.480000000000018,29.900000000000006,1.68,44.01
1348,Cyclist,43.27000000000004,83.16,1.69,15.78
1349,Cyclist,37.92999999999995,69.9,-1.6,18.37
1350,Pedestrian,17.670000000000073,47.379999999999995,1.05,26.88
1351,Pedestrian,30.66999999999996,67.81,1.14,19.29
1352,Cyclist,48.90999999999997,38.22999999999999,2.99,32.46
1353,Pedestrian,10.0,39.859999999999985,-0.03,34.22
1354,Pedestrian,96.66999999999996,188.97999999999996,0.03,7.29
1355,Cyclist,9.049999999999955,22.140000000000015,1.63,61.53
1356,Cyclist,8.549999999999955,20.889999999999986,1.6,61.8
1357,Pedestrian,112.35,194.37,-2.26,6.99
1358,Pedestrian,36.68000000000001,98.42999999999998,2.39,13.93
1359,Pedestrian,37.94,95.91999999999999,2.31,14.39
1360,Cyclist,51.16999999999996,108.17999999999998,-1.88,12.64
1361,Pedestrian,31.480000000000018,71.78,-0.76,16.9
1362,Cyclist,25.50999999999999,50.78999999999999,-1.42,25.76
1363,Pedestrian,65.86,162.00000000000003,2.91,7.97
1364,Pedestrian,16.050000000000068,55.589999999999975,-0.94,23.03
1365,Pedestrian,11.900000000000091,35.03,2.35,36.88
1366,Pedestrian,9.299999999999955,36.20000000000002,-1.57,35.55
1367,Pedestrian,10.690000000000055,36.22000000000003,-1.57,35.53
1368,Pedestrian,11.6400000000001,35.170000000000016,2.35,39.06
1369,Pedestrian,13.32000000000005,37.849999999999994,2.74,37.29
1370,Pedestrian,41.47000000000003,106.49999999999997,1.28,13.83
1371,Pedestrian,23.889999999999986,65.23999999999998,0.37,17.5
1372,Pedestrian,23.409999999999968,59.23000000000002,2.05,23.01
1373,Cyclist,105.94000000000005,196.49,-1.34,7.45
1374,Pedestrian,35.58000000000004,115.71000000000004,2.88,11.86
1375,Pedestrian,49.210000000000036,134.08999999999997,-0.67,9.54
1376,Pedestrian,37.88999999999987,116.19999999999999,1.05,10.76
1377,Pedestrian,33.23999999999998,89.22999999999999,-1.09,14.29
1378,Pedestrian,32.43000000000001,92.65,0.38,14.4
1379,Cyclist,34.860000000000014,54.20999999999998,1.98,25.19
1380,Cyclist,19.03000000000003,28.25999999999999,-1.25,46.45
1381,Pedestrian,28.66999999999996,79.41999999999999,-2.22,15.59
1382,Pedestrian,83.32999999999993,186.89999999999998,-0.05,7.35
1383,Cyclist,113.34000000000015,92.28999999999999,-0.68,14.01
1384,Pedestrian,10.0,31.060000000000002,-3.04,38.35
1385,Cyclist,61.26999999999998,54.079999999999984,-0.16,23.35
1386,Cyclist,51.030000000000086,48.06,-0.33,28.02
1387,Pedestrian,23.91999999999996,48.69999999999999,0.54,27.1
1388,Cyclist,36.319999999999936,33.75,-0.52,36.58
1389,Pedestrian,23.260000000000048,53.17999999999998,0.24,24.41
1390,Cyclist,60.379999999999995,55.21000000000001,-0.63,22.67
1391,Pedestrian,23.730000000000018,50.25,-3.13,25.85
1392,Pedestrian,12.889999999999986,52.75,-2.92,26.53
1393,Cyclist,7.529999999999973,19.49000000000001,1.59,59.99
1394,Cyclist,123.21000000000001,157.92999999999998,2.11,9.22
1395,Cyclist,91.82000000000002,116.51999999999998,2.01,11.96
1396,Person_sitting,56.33000000000001,63.31,0.6,16.08
1397,Cyclist,43.07999999999993,51.51000000000002,-0.97,26.35
1398,Pedestrian,28.75999999999999,71.06,2.62,17.3
1399,Pedestrian,24.75999999999999,63.68000000000001,-1.93,19.67
1400,Person_sitting,45.569999999999936,45.29000000000002,2.85,21.73
1401,Person_sitting,46.47000000000003,40.16,2.89,23.2
1402,Cyclist,130.18000000000006,136.73999999999998,0.79,9.95
1403,Cyclist,142.62,130.10999999999999,0.54,10.94
1404,Cyclist,39.74000000000001,64.70000000000002,1.76,19.93
1405,Pedestrian,21.090000000000003,47.47999999999999,-1.6,30.05
1406,Pedestrian,58.05,113.21999999999997,2.26,12.32
1407,Pedestrian,25.599999999999994,62.81999999999999,2.01,22.14
1408,Pedestrian,26.80000000000001,64.03,1.96,21.85
1409,Pedestrian,70.88,182.70999999999998,0.42,7.99
1410,Pedestrian,64.90999999999997,170.14000000000001,0.49,8.5
1411,Pedestrian,79.31999999999994,198.57999999999998,0.25,7.42
1412,Pedestrian,107.95999999999992,226.92,0.21,6.32
1413,Pedestrian,59.65999999999997,151.53,-1.48,8.67
1414,Cyclist,34.33000000000004,83.72999999999999,-1.68,16.2
1415,Cyclist,34.63000000000005,67.25999999999999,1.75,19.12
1416,Pedestrian,22.0,76.4,-1.76,17.31
1417,Pedestrian,40.67000000000007,94.34,-0.38,13.98
1418,Pedestrian,17.33000000000004,51.97,-1.81,23.87
1419,Pedestrian,17.66999999999996,56.96000000000001,-1.79,23.91
1420,Pedestrian,11.0,33.400000000000006,-2.23,36.64
1421,Pedestrian,20.0,55.59,-2.21,22.16
1422,Pedestrian,18.980000000000018,39.129999999999995,2.42,30.3
1423,Person_sitting,197.23,131.03,-0.96,3.72
1424,Person_sitting,139.7,151.3,2.07,4.69
1425,Person_sitting,74.93000000000006,87.22,-2.47,10.44
1426,Person_sitting,48.950000000000045,81.89999999999998,1.73,11.7
1427,Person_sitting,38.02999999999997,59.51000000000002,-1.73,15.52
1428,Pedestrian,83.0,155.45000000000002,0.46,8.62
1429,Pedestrian,61.34000000000003,136.14000000000001,0.45,9.03
1430,Pedestrian,51.33000000000004,112.79999999999998,0.97,11.92
1431,Pedestrian,33.589999999999975,65.41999999999999,1.57,21.08
1432,Pedestrian,20.0,67.15,1.74,20.59
1433,Pedestrian,32.0,83.82,1.43,16.62
1434,Pedestrian,39.670000000000016,76.34,1.23,17.09
1435,Pedestrian,27.670000000000016,75.46000000000001,1.51,17.91
1436,Pedestrian,25.0,74.16,1.48,18.21
1437,Pedestrian,23.0,66.84,1.38,18.64
1438,Pedestrian,34.18000000000001,67.66999999999999,1.64,19.9
1439,Pedestrian,16.0,38.349999999999994,-1.81,30.99
1440,Pedestrian,66.09999999999991,235.82,0.97,6.17
1441,Cyclist,28.58000000000004,46.74000000000001,-1.94,28.35
1442,Pedestrian,32.65999999999997,107.0,-1.68,13.69
1443,Pedestrian,28.66999999999996,108.4,-1.77,13.32
1444,Pedestrian,64.48999999999995,160.95,-3.06,9.01
1445,Cyclist,68.90999999999997,125.17999999999998,-1.96,11.04
1446,Pedestrian,62.65999999999997,154.31,-1.37,8.16
1447,Cyclist,50.74000000000001,57.99000000000001,-0.97,22.6
1448,Pedestrian,47.24000000000001,126.32999999999998,-1.03,10.34
1449,Pedestrian,24.120000000000005,60.55000000000001,1.52,21.54
1450,Pedestrian,12.789999999999964,46.59,-0.82,27.73
1451,Pedestrian,13.549999999999955,47.33000000000001,-1.32,27.24
1452,Pedestrian,23.019999999999982,54.56999999999999,2.55,25.31
1453,Pedestrian,13.440000000000055,58.630000000000024,2.7,24.18
1454,Pedestrian,62.0,171.13000000000002,-1.86,7.75
1455,Pedestrian,64.67000000000007,172.28000000000003,-1.96,8.07
1456,Pedestrian,50.33000000000004,114.64999999999998,-2.36,11.82
1457,Pedestrian,29.0,76.15,-1.87,17.0
1458,Pedestrian,55.33000000000004,114.08000000000001,-2.21,11.35
1459,Pedestrian,76.65999999999985,169.35,2.78,8.05
1460,Pedestrian,50.0,132.77,1.8,9.8
1461,Pedestrian,32.660000000000025,87.40999999999997,1.88,14.49
1462,Pedestrian,26.660000000000025,89.25,1.83,14.66
1463,Pedestrian,72.32999999999993,145.68000000000004,-2.99,9.28
1464,Pedestrian,14.340000000000032,28.939999999999998,1.9,40.42
1465,Pedestrian,37.670000000000016,85.74000000000001,1.91,14.65
1466,Cyclist,38.66999999999996,95.16,-1.67,14.35
1467,Cyclist,13.639999999999986,30.47999999999999,1.67,41.18
1468,Pedestrian,18.329999999999927,55.97,-1.71,23.46
1469,Pedestrian,26.960000000000036,66.64999999999998,1.04,19.19
1470,Pedestrian,53.66999999999996,132.84,-1.97,11.16
1471,Cyclist,54.25,79.22999999999999,-1.95,17.63
1472,Pedestrian,26.0,87.58000000000001,3.0,15.48
1473,Pedestrian,58.77999999999997,159.89999999999998,-2.04,7.72
1474,Pedestrian,23.860000000000014,76.74000000000001,-1.74,15.75
1475,Cyclist,34.309999999999945,79.07,-0.63,16.92
1476,Pedestrian,46.309999999999945,83.37,0.5,16.07
1477,Cyclist,50.41999999999996,44.170000000000016,-0.6,28.09
1478,Pedestrian,34.26000000000005,96.30000000000001,0.26,13.62
1479,Cyclist,30.08000000000004,52.41,-1.48,24.19
1480,Pedestrian,33.130000000000024,68.77000000000001,0.69,18.05
1481,Pedestrian,28.609999999999985,67.00999999999999,0.63,17.46
1482,Cyclist,92.94,85.27000000000001,-0.14,14.85
1483,Pedestrian,36.739999999999995,70.72999999999999,-2.6,16.44
1484,Pedestrian,50.7,89.73000000000002,-2.92,14.7
1485,Pedestrian,26.850000000000023,86.03,-2.67,16.37
1486,Pedestrian,18.460000000000036,214.4,0.05,5.91
1487,Pedestrian,17.0,47.04999999999998,-1.4,30.28
1488,Pedestrian,18.0,51.43000000000001,1.97,26.57
1489,Cyclist,25.129999999999995,48.69999999999999,1.37,31.35
1490,Pedestrian,17.660000000000025,43.03,2.0,32.28
1491,Pedestrian,37.0,90.96000000000001,1.18,15.37
1492,Pedestrian,56.35999999999996,87.20999999999998,1.19,15.95
1493,Pedestrian,48.329999999999984,94.22,1.09,14.88
1494,Pedestrian,48.66999999999996,124.27000000000001,0.82,11.43
1495,Pedestrian,56.65999999999997,109.68,0.77,12.11
1496,Pedestrian,40.0,114.88,0.94,11.97
1497,Pedestrian,43.670000000000016,110.16999999999999,0.94,12.46
1498,Pedestrian,48.329999999999984,97.22,0.93,12.99
1499,Pedestrian,40.660000000000025,98.25999999999999,1.17,13.9
1500,Cyclist,12.139999999999986,29.27000000000001,-1.65,46.92
1501,Cyclist,27.069999999999936,44.97,-1.93,29.44
1502,Cyclist,13.580000000000041,35.22,1.63,37.01
1503,Cyclist,13.450000000000045,32.23000000000002,1.55,39.07
1504,Cyclist,50.289999999999964,113.9,-1.84,12.05
1505,Pedestrian,36.0,87.44999999999999,-0.89,13.98
1506,Cyclist,33.24000000000001,53.84,-1.3,24.34
1507,Pedestrian,26.329999999999927,67.75,-0.86,18.97
1508,Pedestrian,15.25,40.28999999999999,2.01,32.14
1509,Pedestrian,14.660000000000082,39.21000000000001,-1.4,32.84
1510,Pedestrian,10.669999999999959,39.29999999999998,-1.38,32.74
1511,Pedestrian,10.669999999999959,39.650000000000006,2.33,34.73
1512,Pedestrian,13.0,42.75999999999999,2.79,33.04
1513,Cyclist,21.970000000000027,45.49000000000001,-1.78,28.52
1514,Cyclist,7.780000000000086,18.960000000000008,1.63,71.71
1515,Cyclist,7.4500000000000455,17.939999999999998,1.61,71.81
1516,Pedestrian,30.25999999999999,62.81999999999999,2.15,18.88
1517,Cyclist,32.09000000000003,82.44,-1.65,16.43
1518,Cyclist,40.400000000000034,82.4,1.72,15.77
1519,Pedestrian,24.75999999999999,80.85,-1.77,16.38
1520,Pedestrian,10.740000000000009,29.82000000000002,1.41,42.7
1521,Cyclist,37.42000000000007,41.66,-2.43,30.47
1522,Pedestrian,100.67000000000002,173.91000000000003,-2.57,7.41
1523,Pedestrian,12.289999999999964,31.310000000000002,1.92,37.39
1524,Cyclist,17.56000000000006,40.03999999999999,-1.73,32.3
1525,Pedestrian,45.3900000000001,108.91999999999999,1.92,10.25
1526,Pedestrian,21.27000000000021,59.39999999999998,1.82,22.09
1527,Pedestrian,8.330000000000041,26.44999999999999,-0.28,47.42
1528,Pedestrian,13.670000000000073,38.59,-1.71,34.42
1529,Cyclist,198.21000000000004,220.12,-2.12,7.11
1530,Pedestrian,22.470000000000027,59.900000000000006,2.83,21.35
1531,Pedestrian,23.67999999999995,68.62,2.77,19.56
1532,Pedestrian,66.79,144.12999999999997,-2.79,9.13
1533,Pedestrian,107.03,200.5,2.12,6.25
1534,Pedestrian,75.86000000000001,182.79,2.9,7.49
1535,Pedestrian,126.91000000000008,234.95,-2.85,5.47
1536,Pedestrian,28.210000000000036,72.39000000000001,1.7,18.37
1537,Person_sitting,49.81000000000006,82.28999999999999,1.38,11.72
1538,Pedestrian,73.67000000000007,141.39999999999998,2.66,9.02
1539,Pedestrian,20.660000000000025,58.81999999999999,-1.77,23.81
1540,Pedestrian,94.77999999999997,162.88,-0.77,7.64
1541,Cyclist,198.81,184.69,2.35,2.97
1542,Cyclist,67.20000000000005,94.43,1.27,14.06
1543,Cyclist,69.34000000000003,91.88,1.25,15.17
1544,Cyclist,24.470000000000027,42.870000000000005,1.72,29.62
1545,Pedestrian,17.319999999999993,47.44,-1.62,30.08
1546,Pedestrian,42.2,93.20000000000002,2.18,14.95
1547,Pedestrian,23.079999999999984,57.56999999999999,1.99,24.11
1548,Pedestrian,23.409999999999997,58.400000000000006,1.92,23.91
1549,Pedestrian,54.02999999999997,152.64,0.59,9.43
1550,Pedestrian,66.13,144.23000000000002,0.65,9.91
1551,Pedestrian,121.16000000000008,167.86999999999998,0.47,8.66
1552,Pedestrian,114.06999999999994,226.8,0.11,5.19
1553,Pedestrian,78.2299999999999,186.35,0.47,7.63
1554,Pedestrian,23.670000000000073,70.01000000000002,-1.88,16.75
1555,Cyclist,164.1099999999999,216.73,-2.24,7.05
1556,Cyclist,118.88,98.06,2.83,11.82
1557,Cyclist,29.950000000000045,214.58,0.62,4.75
1558,Cyclist,139.34000000000003,113.71999999999997,2.8,10.23
1559,Pedestrian,75.38,157.64999999999998,1.58,8.39
1560,Pedestrian,58.370000000000005,119.55999999999997,1.61,9.62
1561,Pedestrian,32.95999999999992,116.58000000000001,2.8,10.34
1562,Pedestrian,63.110000000000014,148.4,-1.17,9.16
1563,Pedestrian,35.120000000000005,82.37,-1.86,15.6
1564,Person_sitting,50.379999999999995,97.13999999999999,2.92,10.54
1565,Cyclist,183.87000000000012,189.10000000000002,-2.18,7.7
1566,Cyclist,18.899999999999977,20.03,2.39,60.03
1567,Pedestrian,68.0,198.60999999999999,1.58,6.76
1568,Cyclist,67.34999999999991,113.02000000000001,1.16,12.34
1569,Cyclist,37.98000000000002,70.13999999999999,-1.59,18.31
1570,Pedestrian,43.25999999999999,142.58999999999997,0.21,8.91
1571,Pedestrian,74.13999999999999,145.43,-3.11,8.75
1572,Pedestrian,61.200000000000045,118.91999999999999,-1.8,10.24
1573,Pedestrian,42.72999999999999,111.30000000000001,2.19,11.16
1574,Pedestrian,23.069999999999993,72.43,1.81,18.05
1575,Pedestrian,15.339999999999975,52.34,-1.37,23.23
1576,Pedestrian,15.730000000000018,40.72,-1.39,31.76
1577,Cyclist,15.230000000000018,37.08000000000001,-1.69,34.82
1578,Pedestrian,25.0,65.88,-1.44,21.34
1579,Pedestrian,31.33000000000004,68.19,-1.28,20.61
1580,Pedestrian,68.0,162.69999999999996,2.93,8.9
1581,Cyclist,30.18999999999994,47.06999999999999,-2.02,26.32
1582,Pedestrian,75.72000000000003,143.08999999999997,-0.55,9.04
1583,Pedestrian,26.66999999999996,97.19,2.84,13.45
1584,Pedestrian,19.329999999999984,54.16999999999999,-1.85,25.8
1585,Pedestrian,92.33000000000004,192.47,2.89,5.7
1586,Cyclist,121.68000000000006,277.09000000000003,0.87,3.54
1587,Pedestrian,65.1400000000001,143.16,2.94,8.93
1588,Cyclist,9.819999999999936,23.939999999999998,1.64,56.99
1589,Cyclist,9.260000000000105,22.57000000000002,1.6,57.28
1590,Cyclist,29.519999999999982,70.22999999999999,-1.47,19.63
1591,Pedestrian,44.440000000000055,142.73,-2.31,8.74
1592,Person_sitting,133.28999999999996,118.09,2.53,8.51
1593,Person_sitting,121.07999999999993,95.66000000000003,2.62,9.91
1594,Pedestrian,27.039999999999964,72.41999999999999,0.75,16.04
1595,Pedestrian,41.06,109.9,0.79,12.06
1596,Pedestrian,62.61000000000001,90.66,0.77,12.71
1597,Pedestrian,32.0,77.44,1.81,16.7
1598,Pedestrian,20.0,55.72,1.72,20.31
1599,Pedestrian,11.639999999999986,44.390000000000015,-1.72,29.97
1600,Cyclist,37.940000000000055,69.95999999999998,-1.6,18.35
1601,Cyclist,11.900000000000034,29.609999999999985,1.56,41.23
1602,Pedestrian,36.0,82.28,-2.61,16.42
1603,Pedestrian,36.0,78.86000000000001,-2.64,16.94
1604,Cyclist,41.930000000000064,67.88,-1.88,20.41
1605,Cyclist,11.719999999999914,27.950000000000017,-1.66,49.09
1606,Cyclist,37.90999999999997,69.86000000000001,-1.6,18.38
1607,Pedestrian,41.14999999999998,110.36000000000001,-1.86,11.06
1608,Cyclist,55.379999999999995,99.40999999999997,1.76,12.77
1609,Pedestrian,42.74000000000001,162.78,0.25,8.69
1610,Pedestrian,58.430000000000064,178.4,-2.33,2.77
1611,Pedestrian,39.99000000000001,110.92000000000002,-1.67,10.45
1612,Pedestrian,40.00999999999999,119.68,-1.54,10.19
1613,Pedestrian,33.27999999999997,80.53999999999999,1.15,17.44
1614,Pedestrian,29.600000000000023,82.67000000000002,1.05,17.18
1615,Cyclist,31.730000000000018,51.53999999999999,1.84,20.43
1616,Pedestrian,31.00999999999999,76.37,0.27,15.38
1617,Pedestrian,56.950000000000045,158.23,1.58,8.92
